Rank	Rank Rep1	Rank Rep2	Rank Rep3	id	Lead gene name	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Q-value	Ratio H/L count M1_F1	Ratio H/L count M1_F2	Ratio H/L count M1_F3	Ratio H/L count M2_F1	Ratio H/L count M2_F2	Ratio H/L count M2_F3	Ratio H/L count M3_F1	Ratio H/L count M3_F2	Ratio H/L count M3_F3	Min Ratio count	LognRatio H/L M1_F1	LognRatio H/L M1_F2	LognRatio H/L M1_F3	LognRatio H/L M2_F1	LognRatio H/L M2_F2	LognRatio H/L M2_F3	LognRatio H/L M3_F1	LognRatio H/L M3_F2	LognRatio H/L M3_F3	Delta 1_1	Delta 1_2	Delta 1_3	Delta 2_1	Delta 2_2	Delta 2_3	Delta 3_1	Delta 3_2	Delta 3_3	Abs Dist 1	Abs Dist 2	Abs Dist 3	Abs Dist total	Median abs dist replicates	Max dist	Rob sum abs dist (minus max dist)	Chosen Distance	Total Ratio count	Percentile	Sum lower two reps			LognRatio H/L M1_F1	LognRatio H/L M1_F2	LognRatio H/L M1_F3	LognRatio H/L M2_F1	LognRatio H/L M2_F2	LognRatio H/L M2_F3	LognRatio H/L M3_F1	LognRatio H/L M3_F2	LognRatio H/L M3_F3				Add abundance filter	id	Gene names	Delta F3	Passes filter?	Correlation 1 vs 2	Correlation 1 vs 3	Correlation 2 vs 3	Min correl	Correlation with query	distance correl	Rank propduct three neighbourhoods	Rank three neigbourhoods	Rand
3220	3209	3155	3218	6010	HINT2	Q9BX68	Q9BX68	"Histidine triad nucleotide-binding protein 2, mitochondrial"	HINT2	"sp|Q9BX68|HINT2_HUMAN Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=HINT2 PE=1 SV=1"	0	5	2	2	6	2	2	5	3	3	2	-0.699034128	0.758965146	1.144248123	-0.622378986	0.721942152	0.861976805	-0.418218382	0.076022196	1.218836099	1.055751184	0.255567037	2.530480909	1.093602159	0.320290924	2.208609613	1.014095261	0.384658382	2.718470541	3.84179913	3.622502695	4.117224184	11.58152601	3.84179913	2.718470541	8.863055468	11.58152601	30	0.19	7.464301825																6010	HINT2	-0.516	1	0.993518319	0.853040614	0.788192304	0.788192304	-0.725830551	1.725830551	32580303110	3246	0.328893763
354	417	567	570	6576	HINT3	Q9NQE9	Q9NQE9	Histidine triad nucleotide-binding protein 3	HINT3	sp|Q9NQE9|HINT3_HUMAN Histidine triad nucleotide-binding protein 3 OS=Homo sapiens OX=9606 GN=HINT3 PE=1 SV=1	0	7	7	7	7	2	6	8	8	6	2	0.285490953	-0.070216437	-0.262130968	0.549740331	-0.188329582	-0.506290813	0.445590542	-0.099143027	-0.500749497	0.071226102	0.573614546	1.124101818	0.078517158	0.58998081	0.840341995	0.150286337	0.559823605	0.998884945	1.768942466	1.508839963	1.708994887	4.986777316	1.708994887	1.124101818	3.862675498	4.986777316	58	0.49	3.21783485																6576	HINT3	0.395	1	0.99850067	0.996482542	0.990401283	0.990401283	0.759705792	0.240294208	134770230.3	440	0.285324594
3226	3195	3139	3243	619	HIP1R	O75146;O75146-2	O75146;O75146-2	Huntingtin-interacting protein 1-related protein	HIP1R	sp|O75146|HIP1R_HUMAN Huntingtin-interacting protein 1-related protein OS=Homo sapiens OX=9606 GN=HIP1R PE=1 SV=2;sp|O75146-2|HIP1R_HUMAN Isoform 2 of Huntingtin-interacting protein 1-related protein OS=Homo sapiens OX=9606 GN=HIP1R	0	18	16	13	11	16	12	14	16	10	10	-0.768266383	-0.557018871	0.194272958	-0.373591662	-0.045104927	0.925230916	-0.560421361	-0.712121912	0.493016073	1.124983438	1.06041698	1.580505744	0.844814835	0.446756155	2.271863724	1.156298239	1.17280249	1.992650515	3.765906162	3.563434714	4.321751244	11.65109212	3.765906162	2.271863724	9.379228397	11.65109212	126	0.78	7.329340876																619	HIP1R	0.011	1	0.999375818	0.947282671	0.935372759	0.935372759	-0.876469634	1.876469634	32524387516	3245	0.854868873
2764	3030	2744	1746	5985	HIRIP3	Q9BW71;Q9BW71-2;Q9BW71-3	Q9BW71;Q9BW71-2	HIRA-interacting protein 3	HIRIP3	sp|Q9BW71|HIRP3_HUMAN HIRA-interacting protein 3 OS=Homo sapiens OX=9606 GN=HIRIP3 PE=1 SV=3;sp|Q9BW71-2|HIRP3_HUMAN Isoform 2 of HIRA-interacting protein 3 OS=Homo sapiens OX=9606 GN=HIRIP3	0	2	2	5	4	3	1	3	2	2	1	-0.622532474	-0.382195071	0.074574925	-0.04251465	-0.228943612	0.415748651	-0.109543457	-0.124195078	-0.182372442	0.979249529	0.885593179	1.460807711	0.513737822	0.63059484	1.762381459	0.705420336	0.584875657	1.317262	3.32565042	2.906714121	2.607557993	8.839922534	2.906714121	1.762381459	7.077541075	8.839922534	24	0.12	5.514272114																5985	HIRIP3	-0.337	1	0.807417196	-0.988028497	-0.888768426	-0.988028497	-0.566749531	1.566749531	14516802720	2680	0.270681339
3132	3267	3103	1702	1384	HIST1H1C	P16403	P16403	Histone H1.2	HIST1H1C	sp|P16403|H12_HUMAN Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2	0	1	4	14	4	2	7	2	7	5	1	0.828597929	1.734454503	-3.919980185	1.652241157	2.635263086	-1.30004378	0.845866766	2.797423635	-1.500778099	0.471880873	1.231056394	2.533747398	1.181017985	2.233611858	0.046589028	0.249989888	2.336743057	0.001143657	4.236684666	3.461218871	2.587876602	10.28578014	3.461218871	2.533747398	7.75203274	10.28578014	46	0.38	6.049095472																1384	HIST1H1C	-0.004	1	0.995710741	0.948956228	0.974067727	0.948956228	0.885535126	0.114464874	17254026702	2821	0.266896015
3168	3270	2507	3086	2472	HIST1H2BC	P62807;P57053;O60814	P62807;P57053;O60814	Histone H2B type 1-C/E/F/G/I;Histone H2B type F-S;Histone H2B type 1-K	HIST1H2BC;H2BFS;HIST1H2BK	sp|P62807|H2B1C_HUMAN Histone H2B type 1-C/E/F/G/I OS=Homo sapiens OX=9606 GN=H2BC4 PE=1 SV=4;sp|P57053|H2BFS_HUMAN Histone H2B type F-S OS=Homo sapiens OX=9606 GN=H2BFS PE=1 SV=2;sp|O60814|H2B1K_HUMAN Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=H2BC12	0	14	10	44	11	21	38	18	18	36	10	0.482591089	2.014367313	-4.003022571	0.856610123	2.208894074	-1.878396035	0.91503795	2.446980828	-2.780886018	0.125874034	1.510969204	2.616789785	0.385386951	1.807242846	0.531763227	0.319161071	1.98630025	1.281251577	4.253633022	2.724393023	3.586712897	10.56473894	3.586712897	2.616789785	7.947949158	10.56473894	210	0.91	6.311105921																2472	HIST1H2BC;H2BFS;HIST1H2BK	0	1	0.996534104	0.999135437	0.99913086	0.996534104	0.931147441	0.068852559	25298688540	3091	0.402170152
3122	3232	2775	2924	2471	HIST1H4A	P62805	P62805	Histone H4	HIST1H4A	sp|P62805|H4_HUMAN Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2	0	12	20	46	9	18	29	12	16	25	9	0.283506503	1.802685874	-3.947817836	1.063285683	2.320128184	-1.768734935	0.908952355	2.323958462	-2.627612296	0.073210552	1.299287766	2.561585049	0.592062511	1.918476956	0.422102127	0.313075476	1.863277884	1.127977854	3.934083367	2.932641594	3.304331214	10.17105617	3.304331214	2.561585049	7.609471125	10.17105617	187	0.88	6.236972808																2471	HIST1H4A	-0.001	1	0.998895714	0.999727415	0.999720343	0.998895714	0.925745206	0.074254794	26224771200	3119	0.461226287
1366	828	1918	1391	3424	HIST2H2AC	Q16777;Q6FI13	Q16777;Q6FI13	Histone H2A type 2-C;Histone H2A type 2-A	HIST2H2AC;HIST2H2AA3	sp|Q16777|H2A2C_HUMAN Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=HIST2H2AC PE=1 SV=4;sp|Q6FI13|H2A2A_HUMAN Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=HIST2H2AA3 PE=1 SV=3	0	5	9	3	5	7	8	5	6	8	3	0.42082128	1.563827308	-2.292834993	1.025986645	2.005135532	-1.100481474	0.923465934	2.390052403	-1.33612244	0.064104225	1.0604292	0.906602206	0.554763472	1.603484304	0.246151334	0.327589056	1.929371824	0.163512002	2.031135631	2.40439911	2.420472882	6.856007623	2.40439911	1.929371824	4.926635798	6.856007623	56	0.48	4.435534741																3424	HIST2H2AC;HIST2H2AA3	-0.244	1	0.999783872	0.994100544	0.996140587	0.994100544	0.909992252	0.090007748	2209052665	1368	0.896861415
2888	3133	2404	2534	4078	HIST2H3A	Q71DI3	Q71DI3	Histone H3.2	HIST2H3A	sp|Q71DI3|H32_HUMAN Histone H3.2 OS=Homo sapiens OX=9606 GN=HIST2H3A PE=1 SV=3	0	6	8	12	4	4	14	4	8	15	4	0.187789112	1.440570655	-3.835245813	0.929261874	2.08484131	-1.856369039	0.690770503	2.394150755	-2.456251373	0.168927943	0.937172546	2.449013027	0.458038701	1.683190082	0.509736231	0.094893624	1.933470177	0.956616931	3.555113516	2.650965014	2.984980732	9.191059262	2.984980732	2.449013027	6.742046236	9.191059262	75	0.60	5.635945746																4078	HIST2H3A	-0.003	1	0.998203316	0.992300194	0.997938524	0.992300194	0.918776384	0.081223616	19085408888	2887	0.23263344
3188	2716	3243	3168	1451	HK1	P19367;P19367-4;P19367-2;P19367-3;Q2TB90	P19367;P19367-4;P19367-2;P19367-3	Hexokinase-1	HK1	sp|P19367|HXK1_HUMAN Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3;sp|P19367-4|HXK1_HUMAN Isoform 4 of Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1;sp|P19367-2|HXK1_HUMAN Isoform 2 of Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1;sp|P19367-3|HXK1_HUMA	0	5	1	3	8	3	1	4	5	2	1	-1.041833101	0.461266482	0.140630355	-1.242873962	0.209150235	0.848367986	-0.922020292	0.282830814	0.632092145	1.398550156	0.042131627	1.526863142	1.714097135	0.192500993	2.195000794	1.517897171	0.177849764	2.131726587	2.967544925	4.101598922	3.827473521	10.89661737	3.827473521	2.195000794	8.701616575	10.89661737	32	0.22	6.795018447																1451	HK1	-0.671	1	0.874314171	0.913184056	0.996217133	0.874314171	-0.58437206	1.58437206	27903705985	3156	0.793888236
2642	2218	2782	2604	2200	HK2	P52789;P52790;Q2TB90-3;Q2TB90-2	P52789	Hexokinase-2	HK2	sp|P52789|HXK2_HUMAN Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=2	0	13	11	9	14	3	4	9	3	7	3	0.041529788	0.078081893	0.493266753	-0.528085158	0.164539983	0.359005608	-0.137628871	0.195212417	0.522374976	0.315187267	0.425316215	1.87949954	0.999308331	0.237111245	1.705638416	0.733505749	0.265468161	2.022009418	2.620003022	2.942057992	3.020983328	8.583044342	2.942057992	2.022009418	6.561034924	8.583044342	73	0.59	5.562061014																2200	HK2	-0.216	1	0.721918314	0.897967664	0.952772266	0.721918314	-0.762447176	1.762447176	16067919504	2764	0.496771434
302	925	364	282	1040	HLA-A	P04439;P04439-2;P17693-6;P17693-2	P04439;P04439-2	"HLA class I histocompatibility antigen, A-3 alpha chain"	HLA-A	"sp|P04439|HLAA_HUMAN HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=2;sp|P04439-2|HLAA_HUMAN Isoform 2 of HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A"	0	40	41	41	32	49	48	32	46	39	32	0.923751213	0.007814533	-0.375159845	0.599557975	-0.207159976	-0.741239882	0.573486669	-0.268969883	-0.821391066	0.567034158	0.495583576	1.011072942	0.128334802	0.608811204	0.605392926	0.02239021	0.729650462	0.678243376	2.073690675	1.342538932	1.430284047	4.846513654	1.430284047	1.011072942	3.835440712	4.846513654	368	0.96	2.772822979																1040	HLA-A	0.11	1	0.993309167	0.99360748	0.999996587	0.993309167	0.747202241	0.252797759	94949400.94	364	0.937108697
327	1521	217	244	1007	HLA-B	P01889	P01889	"HLA class I histocompatibility antigen, B-7 alpha chain"	HLA-B	"sp|P01889|HLAB_HUMAN HLA class I histocompatibility antigen, B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=3"	0	14	20	18	13	19	18	11	19	18	11	1.263235811	0.278148196	-0.184526474	0.683521811	-0.107026245	-0.875714994	0.729829822	-0.138086887	-0.84530687	0.906518756	0.225249913	1.201706312	0.212298638	0.508677472	0.470917814	0.133952944	0.598767465	0.654327572	2.333474981	1.191893925	1.38704798	4.912416887	1.38704798	1.201706312	3.710710574	4.912416887	150	0.83	2.578941906																1007	HLA-B	0.644	1	0.980599352	0.989279239	0.998713006	0.980599352	0.751388701	0.248611299	80533908.23	335	0.228456495
512	847	593	585	1226	HLA-C	P10321;P10321-2	P10321;P10321-2	"HLA class I histocompatibility antigen, Cw-7 alpha chain"	HLA-C	"sp|P10321|HLAC_HUMAN HLA class I histocompatibility antigen, C alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1 SV=3;sp|P10321-2|HLAC_HUMAN Isoform 2 of HLA class I histocompatibility antigen, C alpha chain OS=Homo sapiens OX=9606 GN=HLA-C"	0	5	6	5	4	5	4	2	5	7	2	-0.19781013	0.119577435	-0.282862742	0.901875787	0.041192948	-0.601266351	1.028013186	0.02038835	-0.655440522	0.554527186	0.383820673	1.103370045	0.430652614	0.360458279	0.745366457	0.432136307	0.440292228	0.84419392	2.041717904	1.53647735	1.716622456	5.29481771	1.716622456	1.103370045	4.191447665	5.29481771	43	0.34	3.253099806																1226	HLA-C	0.307	1	0.117967712	0.08844656	0.999559558	0.08844656	0.742938114	0.257061886	293828535.6	645	0.632602681
262	982	332	162	1417	HLA-G	P17693;P17693-5;P17693-4	P17693;P17693-5;P17693-4	"HLA class I histocompatibility antigen, alpha chain G"	HLA-G	"sp|P17693|HLAG_HUMAN HLA class I histocompatibility antigen, alpha chain G OS=Homo sapiens OX=9606 GN=HLA-G PE=1 SV=1;sp|P17693-5|HLAG_HUMAN Isoform 5 of HLA class I histocompatibility antigen, alpha chain G OS=Homo sapiens OX=9606 GN=HLA-G;sp|P17693-4|HLA"	0.00047393	3	3	1	2	2	3	2	3	2	1	0.916086243	-0.03262884	-0.379527791	0.285734728	-0.26729115	-0.88206212	0.571717831	-0.283928425	-0.98040452	0.559369187	0.536026949	1.006704996	0.185488444	0.668942378	0.464570688	0.024159047	0.744609004	0.519229922	2.102101132	1.31900151	1.287997973	4.709100616	1.31900151	1.006704996	3.70239562	4.709100616	21	0.08	2.606999484																1417	HLA-G	0.432	1	0.957516704	0.979490919	0.995983674	0.957516704	0.752936748	0.247063252	52815888.07	268	0.074411318
2649	2930	2603	1790	3128	HLTF	Q14527;Q14527-2	Q14527;Q14527-2	Helicase-like transcription factor	HLTF	sp|Q14527|HLTF_HUMAN Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=2;sp|Q14527-2|HLTF_HUMAN Isoform 2 of Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF	0	5	8	7	4	7	3	2	5	3	2	-0.539850441	-0.495875433	-0.100481738	-0.519623396	-0.568270742	-0.519423644	-0.132836311	-0.324859248	-0.386548942	0.896567496	0.999273541	1.285751049	0.990846569	0.96992197	0.827209164	0.72871319	0.785539826	1.1130855	3.181592087	2.787977703	2.627338516	8.596908305	2.787977703	1.285751049	7.311157256	8.596908305	44	0.36	5.415316218																3128	HLTF	-0.343	1	0.42245808	-0.75119233	0.280940741	-0.75119233	-0.22495945	1.22495945	13651954100	2629	0.144423156
2724	1513	3111	2475	4885	HM13	Q8TCT9-5;Q8TCT9	Q8TCT9-5;Q8TCT9	Minor histocompatibility antigen H13	HM13	sp|Q8TCT9-5|HM13_HUMAN Isoform 5 of Minor histocompatibility antigen H13 OS=Homo sapiens OX=9606 GN=HM13;sp|Q8TCT9|HM13_HUMAN Minor histocompatibility antigen H13 OS=Homo sapiens OX=9606 GN=HM13 PE=1 SV=1	0	1	2	3	5	5	2	3	3	4	1	-0.100603331	0.150464556	0.13509095	-0.529280067	-0.314084383	0.407564708	-0.657862387	-0.186555728	-0.452512205	0.457320386	0.352933552	1.521323736	1.00050324	0.715735611	1.754197516	1.253739266	0.647236306	1.047122237	2.331577675	3.470436367	2.948097809	8.750111851	2.948097809	1.754197516	6.995914335	8.750111851	28	0.17	5.279675484																4885	HM13	-0.296	1	0.636549608	0.856133538	0.146431805	0.146431805	-0.420108478	1.420108478	11649683925	2521	0.253305567
2679	2782	1721	2933	1142	HMBS	P08397;P08397-2;P08397-3;P08397-4	P08397;P08397-2;P08397-3;P08397-4	Porphobilinogen deaminase	HMBS	sp|P08397|HEM3_HUMAN Porphobilinogen deaminase OS=Homo sapiens OX=9606 GN=HMBS PE=1 SV=2;sp|P08397-2|HEM3_HUMAN Isoform 2 of Porphobilinogen deaminase OS=Homo sapiens OX=9606 GN=HMBS;sp|P08397-3|HEM3_HUMAN Isoform 3 of Porphobilinogen deaminase OS=Homo sap	0	3	5	9	2	2	2	4	4	5	2	-0.023090701	-0.468435807	0.287910372	0.362729917	-0.35003319	0.09166283	-0.10669144	-0.296595008	0.361289272	0.379807757	0.971833915	1.674143158	0.108493256	0.751684418	1.438295638	0.702568318	0.757275587	1.860923714	3.02578483	2.298473311	3.320767619	8.64502576	3.02578483	1.860923714	6.784102047	8.64502576	36	0.27	5.324258142																1142	HMBS	-0.23	1	0.691189769	0.942236149	0.409205062	0.409205062	-0.63325249	1.63325249	14042681927	2652	0.681585132
1407	2154	1117	1275	1167	HMGB1	P09429;B2RPK0	P09429;B2RPK0	High mobility group protein B1;Putative high mobility group protein B1-like 1	HMGB1;HMGB1P1	sp|P09429|HMGB1_HUMAN High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3;sp|B2RPK0|HGB1A_HUMAN Putative high mobility group protein B1-like 1 OS=Homo sapiens OX=9606 GN=HMGB1P1 PE=5 SV=1	0	7	6	12	7	7	8	5	7	9	5	-0.263682756	-0.134747097	-0.051742394	0.075045381	-0.017433986	-0.182817249	0.142345861	0.157990428	0.089257231	0.620399812	0.638145206	1.334490392	0.396177791	0.419085214	1.163815559	0.453531017	0.302690151	1.588891673	2.593035409	1.979078564	2.345112841	6.917226814	2.345112841	1.588891673	5.328335141	6.917226814	68	0.56	4.324191405																1167	HMGB1;HMGB1P1	-0.083	1	-0.959301526	-0.64716016	0.836098129	-0.959301526	0.158347837	0.841652163	3067672951	1538	0.533437433
1377	2074	1492	980	1609	HMGB2	P26583	P26583	High mobility group protein B2	HMGB2	sp|P26583|HMGB2_HUMAN High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2	0	11	8	6	7	2	12	5	3	6	2	-0.094959989	-0.233619389	-0.020638252	-0.073969607	0.745534309	-0.048431907	0.274869947	0.809066989	-0.038408589	0.451677044	0.737017498	1.365594534	0.54519278	0.343883081	1.298200901	0.321006932	0.348386411	1.461225853	2.554289076	2.187276762	2.130619195	6.872185034	2.187276762	1.461225853	5.410959181	6.872185034	60	0.50	4.317895957																1609	HMGB2	-0.201	1	-0.929280411	-0.999728834	0.920426998	-0.999728834	0.35235283	0.64764717	3032519840	1528	0.014192038
2038	1637	2428	1779	2657	HMGCS1	Q01581;P54868-3;P54868-2;P54868	Q01581	"Hydroxymethylglutaryl-CoA synthase, cytoplasmic"	HMGCS1	"sp|Q01581|HMCS1_HUMAN Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2"	0	14	19	16	21	20	11	9	13	12	9	0.391807244	0.263267374	0.715346309	-0.032938264	-0.182437381	0.229092474	-0.137441628	-0.029062605	-0.100662339	0.035090189	0.240130734	2.101579095	0.504161437	0.584088609	1.575725282	0.733318507	0.489743183	1.398972103	2.376800018	2.663975328	2.622033793	7.662809138	2.622033793	2.101579095	5.561230043	7.662809138	135	0.80	4.998833811																2657	HMGCS1	-0.117	1	0.996175493	-0.446579399	-0.523049693	-0.523049693	-0.392503903	1.392503903	7070877445	2129	0.866485979
935	488	1110	1229	5104	HMHA1	Q92619;Q92619-2	Q92619;Q92619-2	Minor histocompatibility protein HA-1;Minor histocompatibility antigen HA-1	HMHA1	sp|Q92619|HMHA1_HUMAN Rho GTPase-activating protein 45 OS=Homo sapiens OX=9606 GN=ARHGAP45 PE=1 SV=2;sp|Q92619-2|HMHA1_HUMAN Isoform 2 of Rho GTPase-activating protein 45 OS=Homo sapiens OX=9606 GN=ARHGAP45	0	20	17	22	21	24	28	21	24	22	17	0.35525775	0.240592058	0.176096158	0.16058742	-0.146384097	-0.231121709	0.250362245	-0.050208392	-0.034469629	0.001459305	0.262806051	1.562328945	0.310635753	0.548035325	1.115511099	0.345514634	0.51088897	1.465164813	1.826594301	1.974182176	2.321568417	6.122344894	1.974182176	1.562328945	4.560015949	6.122344894	199	0.89	3.800776477																5104	HMHA1	0.084	1	0.987816778	0.917182128	0.968018072	0.917182128	0.412373699	0.587626301	665724720.1	894	0.055867411
1535	3200	878	332	646	HMMR	O75330-4;O75330-2;O75330;O75330-3	O75330-4;O75330-2;O75330;O75330-3	Hyaluronan mediated motility receptor	HMMR	sp|O75330-4|HMMR_HUMAN Isoform 4 of Hyaluronan mediated motility receptor OS=Homo sapiens OX=9606 GN=HMMR;sp|O75330-2|HMMR_HUMAN Isoform 2 of Hyaluronan mediated motility receptor OS=Homo sapiens OX=9606 GN=HMMR;sp|O75330|HMMR_HUMAN Hyaluronan mediated mot	0	1	2	2	1	1	1	2	2	1	1	-0.993280933	-1.047303262	-0.491189908	-0.248016068	0.496944371	-0.355089205	0.211332472	-0.071367312	-0.943840257	1.349997989	1.550701371	0.895042879	0.71923924	0.095293143	0.991543603	0.384544407	0.53204789	0.555794185	3.795742238	1.806075987	1.472386483	7.074204707	1.806075987	1.550701371	5.523503336	7.074204707	13	0.01	3.278462469																646	HMMR	-0.351	1	-0.664931894	-0.947604698	0.391497575	-0.947604698	0.320481313	0.679518687	932787200.3	1010	0.342615683
1934	552	2446	2542	1705	HMOX2	P30519	P30519	Heme oxygenase 2	HMOX2	sp|P30519|HMOX2_HUMAN Heme oxygenase 2 OS=Homo sapiens OX=9606 GN=HMOX2 PE=1 SV=2	0	8	4	5	6	3	2	3	2	2	2	-0.311828463	0.408308112	-0.276908916	-0.245300612	0.173494307	0.386142337	-0.151277706	1.069339849	0.133878776	0.668545518	0.095089997	1.109323871	0.716523785	0.228156921	1.732775145	0.747154584	0.60865927	1.633513217	1.872959386	2.677455851	2.989327072	7.539742309	2.677455851	1.732775145	5.806967164	7.539742309	35	0.26	4.550415237																1705	HMOX2	-0.52	1	0.22730773	0.983451096	0.399977233	0.22730773	0.090102106	0.909897894	3432188064	1606	0.147611951
963	933	815	1278	7174	HN1	Q9UK76;Q9UK76-2	Q9UK76;Q9UK76-2	"Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed"	HN1	sp|Q9UK76|JUPI1_HUMAN Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3;sp|Q9UK76-2|JUPI1_HUMAN Isoform 2 of Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1	0	10	9	11	10	10	8	7	10	10	7	-0.026331835	0.084341186	-0.110430358	0.094447952	-0.077060245	-0.451806585	-0.047074135	-0.096124924	-0.353243952	0.38304889	0.419056923	1.275802428	0.376775221	0.478711473	0.894826223	0.642951014	0.556805503	1.14639049	2.077908241	1.750312917	2.346147007	6.174368165	2.077908241	1.275802428	4.898565737	6.174368165	85	0.65	3.828221158																7174	HN1	-0.003	1	0.610411523	0.730387556	0.986856762	0.610411523	0.804355278	0.195644722	971784810.6	1034	0.573814617
943	840	852	1225	6394	HN1L	Q9H910-3;Q9H910;Q9H910-2	Q9H910-3;Q9H910;Q9H910-2	Hematological and neurological expressed 1-like protein	HN1L	sp|Q9H910-3|JUPI2_HUMAN Isoform 3 of Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2;sp|Q9H910|JUPI2_HUMAN Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;sp|Q9H910-2|JUPI2_HUMAN Isoform 2 of Jupi	0	4	7	5	5	5	8	5	7	7	4	0.25036273	-0.043203616	-0.00017515	0.271936494	-0.139681479	-0.301186545	0.187071333	-0.195341861	-0.245793956	0.106354325	0.546601724	1.386057636	0.199286679	0.541332707	1.045446263	0.408805546	0.65602244	1.253840486	2.039013686	1.786065649	2.318668472	6.143747807	2.039013686	1.386057636	4.757690171	6.143747807	53	0.45	3.825079335																6394	HN1L	-0.034	1	0.915959332	0.970643827	0.985584574	0.915959332	0.55118502	0.44881498	876708000	989	0.003387446
3125	3055	3045	3066	2903	HNRNPA0	Q13151	Q13151	Heterogeneous nuclear ribonucleoprotein A0	HNRNPA0	sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1	0	6	4	5	6	5	5	1	5	5	1	-0.592949798	-0.034059451	0.486932242	-0.547992574	0.048369122	0.597198895	-0.424476653	0.126031441	0.685732964	0.949666854	0.537457559	1.873165028	1.019215747	0.353282106	1.943831703	1.020353532	0.334649138	2.185367406	3.360289441	3.316329555	3.540370076	10.21698907	3.360289441	2.185367406	8.031621666	10.21698907	42	0.33	6.676618996																2903	HNRNPA0	-0.323	1	0.999993158	0.999686507	0.999587046	0.999587046	-0.848469657	1.848469657	28521388350	3170	0.37837422
2463	2462	2575	1942	1181	HNRNPA1	P09651-2	P09651-2	"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed"	HNRNPA1	sp|P09651-2|ROA1_HUMAN Isoform A1-A of Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1	0	21	16	18	23	16	17	22	24	15	15	-0.543560815	0.04430382	0.016473793	-0.322707557	0.352521332	0.580253881	-0.261407433	0.446951603	0.322857653	0.900277871	0.459094289	1.402706579	0.79393073	0.049129896	1.926886689	0.857284311	0.013728976	1.822492095	2.762078739	2.769947315	2.693505382	8.225531436	2.762078739	1.926886689	6.298644747	8.225531436	172	0.86	5.455584121																1181	HNRNPA1	-0.074	1	0.959130018	0.99246902	0.917244688	0.917244688	-0.454043013	1.454043013	12311600301	2558	0.851822308
3061	3106	2932	2877	1524	HNRNPA2B1	P22626;P22626-2	P22626;P22626-2	Heterogeneous nuclear ribonucleoproteins A2/B1	HNRNPA2B1	sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2;sp|P22626-2|ROA2_HUMAN Isoform A2 of Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1	0	27	30	21	31	32	20	25	33	30	20	-0.741624068	0.002095365	0.490626598	-0.454017	0.383380456	0.816550714	-0.374412135	0.367532575	0.691126692	1.098341123	0.501302744	1.876859384	0.925240173	0.018270772	2.163183522	0.970289014	0.093148003	2.190761134	3.476503252	3.106694467	3.254198151	9.83739587	3.254198151	2.190761134	7.646634736	9.83739587	249	0.93	6.360892618																1524	HNRNPA2B1	-0.039	1	0.998037626	0.994605969	0.999149163	0.994605969	-0.727264699	1.727264699	26200240584	3118	0.294947907
