Obs ID (Primary)	Obs ID ($ClassID)	Obs ID (Lead gene name)	Obs ID (Protein names)	Obs ID (Gene names)	Obs ID (Fasta headers)	Obs ID (Obs. Sec. ID:5)	Obs ID (Annotation Organelles)	Obs ID (Min Ratio count)	Class	M1.t[1]	M1.t[2]
3216		EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	EFTUD2	sp|Q15029-2|U5S1_HUMAN Isoform 2 of 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2;sp|Q15029|U5S1_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1;sp|Q15029-3|U5S			24	---	-1.158	0.750396
4905		LRRC8C	Volume-regulated anion channel subunit LRRC8C	LRRC8C	sp|Q8TDW0|LRC8C_HUMAN Volume-regulated anion channel subunit LRRC8C OS=Homo sapiens OX=9606 GN=LRRC8C PE=1 SV=2			4	---	0.133079	-2.30993
1627		CAD	CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase	CAD	sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3			37	---	-0.824914	0.281167
6862		ELOVL5	Elongation of very long chain fatty acids protein 5	ELOVL5	sp|Q9NYP7-2|ELOV5_HUMAN Isoform 2 of Elongation of very long chain fatty acids protein 5 OS=Homo sapiens OX=9606 GN=ELOVL5;sp|Q9NYP7|ELOV5_HUMAN Elongation of very long chain fatty acids protein 5 OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1			1	---	-1.73205	-0.844189
3213		EXOSC7	Exosome complex component RRP42	EXOSC7	sp|Q15024|EXOS7_HUMAN Exosome complex component RRP42 OS=Homo sapiens OX=9606 GN=EXOSC7 PE=1 SV=3			4	---	-1.00647	0.646827
2029		LMAN1	Protein ERGIC-53	LMAN1	sp|P49257|LMAN1_HUMAN Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2			9	---	-0.344249	1.54685
7543		WIPI2	WD repeat domain phosphoinositide-interacting protein 2	WIPI2	sp|Q9Y4P8-4|WIPI2_HUMAN Isoform 4 of WD repeat domain phosphoinositide-interacting protein 2 OS=Homo sapiens OX=9606 GN=WIPI2;sp|Q9Y4P8-2|WIPI2_HUMAN Isoform 2 of WD repeat domain phosphoinositide-interacting protein 2 OS=Homo sapiens OX=9606 GN=WIPI2;sp|Q			3	---	-0.0362854	0.909663
3694		RNASEH2B	Ribonuclease H2 subunit B	RNASEH2B	sp|Q5TBB1|RNH2B_HUMAN Ribonuclease H2 subunit B OS=Homo sapiens OX=9606 GN=RNASEH2B PE=1 SV=1;sp|Q5TBB1-2|RNH2B_HUMAN Isoform 2 of Ribonuclease H2 subunit B OS=Homo sapiens OX=9606 GN=RNASEH2B			2	---	-0.147521	-0.497365
1353		UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	UCHL3	sp|P15374|UCHL3_HUMAN Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens OX=9606 GN=UCHL3 PE=1 SV=1			10	---	-0.768885	-0.909261
563		UGDH	UDP-glucose 6-dehydrogenase	UGDH	sp|O60701|UGDH_HUMAN UDP-glucose 6-dehydrogenase OS=Homo sapiens OX=9606 GN=UGDH PE=1 SV=1;sp|O60701-2|UGDH_HUMAN Isoform 2 of UDP-glucose 6-dehydrogenase OS=Homo sapiens OX=9606 GN=UGDH;sp|O60701-3|UGDH_HUMAN Isoform 3 of UDP-glucose 6-dehydrogenase OS=Ho			3	---	-1.18042	-0.318296
6600		BIRC6	Baculoviral IAP repeat-containing protein 6	BIRC6	sp|Q9NR09|BIRC6_HUMAN Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=2			6	---	-0.937402	0.586267
4787		NUP37	Nucleoporin Nup37	NUP37	sp|Q8NFH4|NUP37_HUMAN Nucleoporin Nup37 OS=Homo sapiens OX=9606 GN=NUP37 PE=1 SV=1			1	---	-1.98983	0.514117
1344		AKR1B1	Aldose reductase	AKR1B1	sp|P15121|ALDR_HUMAN Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3			8	---	-0.187129	-0.264505
2950		UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	UBE2V1	sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;sp|Q13404-7|UB2V1_HUMAN Isoform 5 of Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1;sp|Q13404-2|UB2V1_HUMAN Isoform 2 o			3	---	0.568752	-0.0741786
3489		DAK	Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)	DAK	sp|Q3LXA3|TKFC_HUMAN Triokinase/FMN cyclase OS=Homo sapiens OX=9606 GN=TKFC PE=1 SV=2;sp|Q3LXA3-2|TKFC_HUMAN Isoform 2 of Triokinase/FMN cyclase OS=Homo sapiens OX=9606 GN=TKFC			3	---	-0.757146	-0.357085
2799		NCBP1	Nuclear cap-binding protein subunit 1	NCBP1	sp|Q09161|NCBP1_HUMAN Nuclear cap-binding protein subunit 1 OS=Homo sapiens OX=9606 GN=NCBP1 PE=1 SV=1			6	---	-0.511639	1.11015
298		PFAS	Phosphoribosylformylglycinamidine synthase	PFAS	sp|O15067|PUR4_HUMAN Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4			28	---	-0.227541	-0.535141
2104		METAP2	Methionine aminopeptidase 2	METAP2	sp|P50579|MAP2_HUMAN Methionine aminopeptidase 2 OS=Homo sapiens OX=9606 GN=METAP2 PE=1 SV=1;sp|P50579-3|MAP2_HUMAN Isoform 3 of Methionine aminopeptidase 2 OS=Homo sapiens OX=9606 GN=METAP2			4	---	-1.31257	-0.232966
3354		TOMM34	Mitochondrial import receptor subunit TOM34	TOMM34	sp|Q15785|TOM34_HUMAN Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2			5	---	-0.386944	-0.88073
5379		DAZAP1	DAZ-associated protein 1	DAZAP1	sp|Q96EP5-2|DAZP1_HUMAN Isoform 2 of DAZ-associated protein 1 OS=Homo sapiens OX=9606 GN=DAZAP1;sp|Q96EP5|DAZP1_HUMAN DAZ-associated protein 1 OS=Homo sapiens OX=9606 GN=DAZAP1 PE=1 SV=1			4	---	-0.888219	1.58057
2941		EIF3I	Eukaryotic translation initiation factor 3 subunit I	EIF3I	sp|Q13347|EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1			9	---	-1.7329	0.975949
2185		ARHGDIB	Rho GDP-dissociation inhibitor 2	ARHGDIB	sp|P52566|GDIR2_HUMAN Rho GDP-dissociation inhibitor 2 OS=Homo sapiens OX=9606 GN=ARHGDIB PE=1 SV=3			12	---	0.220912	0.114136
5893		AARSD1	Alanyl-tRNA editing protein Aarsd1	AARSD1	sp|Q9BTE6|AASD1_HUMAN Alanyl-tRNA editing protein Aarsd1 OS=Homo sapiens OX=9606 GN=AARSD1 PE=1 SV=2;sp|Q9BTE6-2|AASD1_HUMAN Isoform 2 of Alanyl-tRNA editing protein Aarsd1 OS=Homo sapiens OX=9606 GN=AARSD1;sp|Q9BTE6-3|AASD1_HUMAN Isoform 3 of Alanyl-tRNA			3	---	-0.240865	0.201527
2102		DNM2	Dynamin-2	DNM2	sp|P50570-5|DYN2_HUMAN Isoform 5 of Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2;sp|P50570|DYN2_HUMAN Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2;sp|P50570-2|DYN2_HUMAN Isoform 2 of Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2			34	---	2.01191	0.215748
4876		KIAA1524	Protein CIP2A	KIAA1524	sp|Q8TCG1|CIP2A_HUMAN Protein CIP2A OS=Homo sapiens OX=9606 GN=CIP2A PE=1 SV=2;sp|Q8TCG1-2|CIP2A_HUMAN Isoform 2 of Protein CIP2A OS=Homo sapiens OX=9606 GN=CIP2A			5	---	-1.58814	-1.22011
1602		DNMT1	DNA (cytosine-5)-methyltransferase 1	DNMT1	sp|P26358|DNMT1_HUMAN DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=DNMT1 PE=1 SV=2;sp|P26358-2|DNMT1_HUMAN Isoform 2 of DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=DNMT1;sp|P26358-3|DNMT1_HUMAN Isoform 3 of DNA (cytos			9	---	-1.39316	-0.459609
2463		ETF1	Eukaryotic peptide chain release factor subunit 1	ETF1	sp|P62495|ERF1_HUMAN Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1 PE=1 SV=3;sp|P62495-2|ERF1_HUMAN Isoform 2 of Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1			12	---	-0.666946	-0.634112
5329		ORAI1	Calcium release-activated calcium channel protein 1	ORAI1	sp|Q96D31|CRCM1_HUMAN Calcium release-activated calcium channel protein 1 OS=Homo sapiens OX=9606 GN=ORAI1 PE=1 SV=2;sp|Q96D31-2|CRCM1_HUMAN Isoform beta of Calcium release-activated calcium channel protein 1 OS=Homo sapiens OX=9606 GN=ORAI1			6	---	1.45313	-2.42466
2364		PSMA6	Proteasome subunit alpha type-6	PSMA6	sp|P60900|PSA6_HUMAN Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;sp|P60900-2|PSA6_HUMAN Isoform 2 of Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6;sp|P60900-3|PSA6_HUMAN Isoform 3 of Proteasome subunit alph			17	---	-1.47848	-1.17824
1600		DDX6	Probable ATP-dependent RNA helicase DDX6	DDX6	sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2			18	---	-1.46652	0.895557
1378		PPP3CB	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	PPP3CB	sp|P16298-4|PP2BB_HUMAN Isoform 4 of Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Homo sapiens OX=9606 GN=PPP3CB;sp|P16298|PP2BB_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Homo sapiens OX=96			3	---	-0.267962	-0.972345
1174		CLTA	Clathrin light chain A	CLTA	sp|P09496-2|CLCA_HUMAN Isoform Non-brain of Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA;sp|P09496-4|CLCA_HUMAN Isoform 4 of Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA;sp|P09496-3|CLCA_HUMAN Isoform 3 of Clathrin light chain A OS=Homo			5	---	3.24345	1.48368
6969		CPSF2	Cleavage and polyadenylation specificity factor subunit 2	CPSF2	sp|Q9P2I0|CPSF2_HUMAN Cleavage and polyadenylation specificity factor subunit 2 OS=Homo sapiens OX=9606 GN=CPSF2 PE=1 SV=2			4	---	0.102146	1.17421
6230		VPS33B	Vacuolar protein sorting-associated protein 33B	VPS33B	sp|Q9H267|VP33B_HUMAN Vacuolar protein sorting-associated protein 33B OS=Homo sapiens OX=9606 GN=VPS33B PE=1 SV=2;sp|Q9H267-2|VP33B_HUMAN Isoform 2 of Vacuolar protein sorting-associated protein 33B OS=Homo sapiens OX=9606 GN=VPS33B			7	---	0.058395	-1.10976
468		NARS	Asparagine--tRNA ligase, cytoplasmic	NARS	sp|O43776|SYNC_HUMAN Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1			13	---	-0.240287	0.820819
4015		GIGYF2	PERQ amino acid-rich with GYF domain-containing protein 2	GIGYF2	sp|Q6Y7W6-4|GGYF2_HUMAN Isoform 3 of GRB10-interacting GYF protein 2 OS=Homo sapiens OX=9606 GN=GIGYF2;sp|Q6Y7W6-5|GGYF2_HUMAN Isoform 4 of GRB10-interacting GYF protein 2 OS=Homo sapiens OX=9606 GN=GIGYF2;sp|Q6Y7W6|GGYF2_HUMAN GRB10-interacting GYF protei			3	---	-1.54585	-0.219335
1696		CD6	T-cell differentiation antigen CD6	CD6	sp|P30203-5|CD6_HUMAN Isoform CD6E of T-cell differentiation antigen CD6 OS=Homo sapiens OX=9606 GN=CD6;sp|P30203-3|CD6_HUMAN Isoform CD6C of T-cell differentiation antigen CD6 OS=Homo sapiens OX=9606 GN=CD6;sp|P30203-4|CD6_HUMAN Isoform CD6D of T-cell dif			1	---	3.09818	-0.168815
1520		NME2	Nucleoside diphosphate kinase B;Putative nucleoside diphosphate kinase	NME2;NME2P1	sp|P22392-2|NDKB_HUMAN Isoform 3 of Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2;sp|P22392|NDKB_HUMAN Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1;sp|O60361|NDK8_HUMAN Putative nucleoside diphosphate kinase O			6	---	-0.555486	-1.37706
7229		MCTS1	Malignant T-cell-amplified sequence 1	MCTS1	sp|Q9ULC4-3|MCTS1_HUMAN Isoform 3 of Malignant T-cell-amplified sequence 1 OS=Homo sapiens OX=9606 GN=MCTS1;sp|Q9ULC4|MCTS1_HUMAN Malignant T-cell-amplified sequence 1 OS=Homo sapiens OX=9606 GN=MCTS1 PE=1 SV=1;sp|Q9ULC4-2|MCTS1_HUMAN Isoform 2 of Malignan			6	---	0.764079	0.990268
2494		FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A	FKBP1A	sp|P62942|FKB1A_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens OX=9606 GN=FKBP1A PE=1 SV=2			7	---	0.337437	-1.21856
4002		WDR82	WD repeat-containing protein 82	WDR82	sp|Q6UXN9|WDR82_HUMAN WD repeat-containing protein 82 OS=Homo sapiens OX=9606 GN=WDR82 PE=1 SV=1			2	---	-0.961862	0.958225
1829		PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	PPP1CC	sp|P36873|PP1G_HUMAN Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1;sp|P36873-2|PP1G_HUMAN Isoform 2 of Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 G			3	---	1.00933	-1.14801
6243		PDCL3	Phosducin-like protein 3	PDCL3	sp|Q9H2J4|PDCL3_HUMAN Phosducin-like protein 3 OS=Homo sapiens OX=9606 GN=PDCL3 PE=1 SV=1			4	---	-1.9764	-1.61756
6260		KCTD10	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	KCTD10	sp|Q9H3F6|BACD3_HUMAN BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 OS=Homo sapiens OX=9606 GN=KCTD10 PE=1 SV=1;sp|Q9H3F6-2|BACD3_HUMAN Isoform 2 of BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation prote			1	---	1.33124	-0.672526
1024		ALDOA	Fructose-bisphosphate aldolase A	ALDOA	sp|P04075|ALDOA_HUMAN Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2;sp|P04075-2|ALDOA_HUMAN Isoform 2 of Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA			46	---	-0.425102	-1.68913
1098		LDHB	L-lactate dehydrogenase B chain	LDHB	sp|P07195|LDHB_HUMAN L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2			19	---	-0.414855	-1.02822
4180		CLASP1	CLIP-associating protein 1	CLASP1	sp|Q7Z460-4|CLAP1_HUMAN Isoform 4 of CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1;sp|Q7Z460-2|CLAP1_HUMAN Isoform 2 of CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1;sp|Q7Z460-5|CLAP1_HUMAN Isoform 5 of CLIP-associating protei			5	---	-0.931978	-0.813158
6507		PREB	Prolactin regulatory element-binding protein	PREB	sp|Q9HCU5|PREB_HUMAN Prolactin regulatory element-binding protein OS=Homo sapiens OX=9606 GN=PREB PE=1 SV=2			4	---	-1.75793	-1.18886
7434		ARL2BP	ADP-ribosylation factor-like protein 2-binding protein	ARL2BP	sp|Q9Y2Y0-2|AR2BP_HUMAN Isoform 2 of ADP-ribosylation factor-like protein 2-binding protein OS=Homo sapiens OX=9606 GN=ARL2BP;sp|Q9Y2Y0|AR2BP_HUMAN ADP-ribosylation factor-like protein 2-binding protein OS=Homo sapiens OX=9606 GN=ARL2BP PE=1 SV=1			1	---	-0.736352	-0.219499
4095		SND1	Staphylococcal nuclease domain-containing protein 1	SND1	sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1			40	---	-1.17549	0.720108
5606		SMG1	Serine/threonine-protein kinase SMG1	SMG1	sp|Q96Q15|SMG1_HUMAN Serine/threonine-protein kinase SMG1 OS=Homo sapiens OX=9606 GN=SMG1 PE=1 SV=3;sp|Q96Q15-3|SMG1_HUMAN Isoform 3 of Serine/threonine-protein kinase SMG1 OS=Homo sapiens OX=9606 GN=SMG1;sp|Q96Q15-2|SMG1_HUMAN Isoform 2 of Serine/threonin			2	---	0.0927397	0.512787
7299		COPS3	COP9 signalosome complex subunit 3	COPS3	sp|Q9UNS2|CSN3_HUMAN COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3;sp|Q9UNS2-2|CSN3_HUMAN Isoform 2 of COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3			8	---	-0.498136	0.450504
3251		PMVK	Phosphomevalonate kinase	PMVK	sp|Q15126|PMVK_HUMAN Phosphomevalonate kinase OS=Homo sapiens OX=9606 GN=PMVK PE=1 SV=3			7	---	-0.699254	-0.851676
1165		LGALS1	Galectin-1	LGALS1	sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2			9	---	-0.34753	-0.0390861
5160		SMARCD2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	SMARCD2	sp|Q92925-3|SMRD2_HUMAN Isoform 3 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Homo sapiens OX=9606 GN=SMARCD2;sp|Q92925-2|SMRD2_HUMAN Isoform 2 of SWI/SNF-related matrix-associated actin-dependent reg			2	---	-0.252852	1.12549
2219		RABGGTB	Geranylgeranyl transferase type-2 subunit beta	RABGGTB	sp|P53611|PGTB2_HUMAN Geranylgeranyl transferase type-2 subunit beta OS=Homo sapiens OX=9606 GN=RABGGTB PE=1 SV=2			2	---	0.0364373	-1.09045
6533		VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	VTA1	sp|Q9NP79|VTA1_HUMAN Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1;sp|Q9NP79-2|VTA1_HUMAN Isoform 2 of Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1			7	---	1.40191	0.165592
5527		USP47	Ubiquitin carboxyl-terminal hydrolase 47	USP47	sp|Q96K76-4|UBP47_HUMAN Isoform 4 of Ubiquitin carboxyl-terminal hydrolase 47 OS=Homo sapiens OX=9606 GN=USP47;sp|Q96K76|UBP47_HUMAN Ubiquitin carboxyl-terminal hydrolase 47 OS=Homo sapiens OX=9606 GN=USP47 PE=1 SV=3;sp|Q96K76-2|UBP47_HUMAN Isoform 2 of Ub			16	---	-0.907926	-0.114359
4124		GET4	Golgi to ER traffic protein 4 homolog	GET4	sp|Q7L5D6|GET4_HUMAN Golgi to ER traffic protein 4 homolog OS=Homo sapiens OX=9606 GN=GET4 PE=1 SV=1;sp|Q7L5D6-2|GET4_HUMAN Isoform 2 of Golgi to ER traffic protein 4 homolog OS=Homo sapiens OX=9606 GN=GET4			2	---	0.00942275	0.630699
1574		CDK2	Cyclin-dependent kinase 2	CDK2	sp|P24941|CDK2_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=CDK2 PE=1 SV=2;sp|P24941-2|CDK2_HUMAN Isoform 2 of Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=CDK2			5	---	-1.23899	-0.0250123
1737		YWHAB	14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed	YWHAB	sp|P31946-2|1433B_HUMAN Isoform Short of 14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB			5	---	0.914285	-1.15256
613		CLASP2	CLIP-associating protein 2	CLASP2	sp|O75122-3|CLAP2_HUMAN Isoform 3 of CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2			14	---	-1.21351	-0.0902735
3954		TRIM65	Tripartite motif-containing protein 65	TRIM65	sp|Q6PJ69|TRI65_HUMAN Tripartite motif-containing protein 65 OS=Homo sapiens OX=9606 GN=TRIM65 PE=1 SV=3			2	---	-0.709148	-0.0108656
1929		GRK6	G protein-coupled receptor kinase 6	GRK6	sp|P43250-2|GRK6_HUMAN Isoform GRK6B of G protein-coupled receptor kinase 6 OS=Homo sapiens OX=9606 GN=GRK6;sp|P43250-3|GRK6_HUMAN Isoform GRK6C of G protein-coupled receptor kinase 6 OS=Homo sapiens OX=9606 GN=GRK6;sp|P43250|GRK6_HUMAN G protein-coupled r			11	---	0.885362	-1.92383
2357		MYL6	Myosin light polypeptide 6	MYL6	sp|P60660-2|MYL6_HUMAN Isoform Smooth muscle of Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6			18	---	-1.07273	-1.68497
1108		TUBB	Tubulin beta chain	TUBB	sp|P07437|TBB5_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2			64	---	-0.728689	0.789808
822		SEC31A	Protein transport protein Sec31A	SEC31A	sp|O94979-3|SC31A_HUMAN Isoform 3 of Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A;sp|O94979-9|SC31A_HUMAN Isoform 9 of Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A;sp|O94979-2|SC31A_HUMAN Isoform 2 of Protein tra			4	---	-0.193154	1.22958
5641		NUDCD1	NudC domain-containing protein 1	NUDCD1	sp|Q96RS6|NUDC1_HUMAN NudC domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NUDCD1 PE=1 SV=2;sp|Q96RS6-3|NUDC1_HUMAN Isoform 3 of NudC domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NUDCD1;sp|Q96RS6-2|NUDC1_HUMAN Isoform 2 of NudC domain-cont			5	---	-0.793234	0.75954
5986		IFT27	Intraflagellar transport protein 27 homolog	IFT27	sp|Q9BW83|IFT27_HUMAN Intraflagellar transport protein 27 homolog OS=Homo sapiens OX=9606 GN=IFT27 PE=1 SV=1;sp|Q9BW83-2|IFT27_HUMAN Isoform 2 of Intraflagellar transport protein 27 homolog OS=Homo sapiens OX=9606 GN=IFT27			3	---	0.0655224	-0.474983
258		OPLAH	5-oxoprolinase	OPLAH	sp|O14841|OPLA_HUMAN 5-oxoprolinase OS=Homo sapiens OX=9606 GN=OPLAH PE=1 SV=3			1	---	-0.417199	1.01934
434		DNPH1	2-deoxynucleoside 5-phosphate N-hydrolase 1	DNPH1	sp|O43598|DNPH1_HUMAN 2-deoxynucleoside 5-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1;sp|O43598-2|DNPH1_HUMAN Isoform 2 of 2-deoxynucleoside 5-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1			1	---	-0.730752	-0.877373
2530		TUBA1B	Tubulin alpha-1B chain	TUBA1B	sp|P68363|TBA1B_HUMAN Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1;sp|P68363-2|TBA1B_HUMAN Isoform 2 of Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B			72	---	-0.686294	0.970403
2653		FABP5	Fatty acid-binding protein, epidermal	FABP5	sp|Q01469|FABP5_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3			16	---	0.465479	-1.41494
6790		C4orf27	UPF0609 protein C4orf27	C4orf27	sp|Q9NWY4|HPF1_HUMAN Histone PARylation factor 1 OS=Homo sapiens OX=9606 GN=HPF1 PE=1 SV=2			2	---	-1.31839	0.262007
3068		LRP8	Low-density lipoprotein receptor-related protein 8	LRP8	sp|Q14114-4|LRP8_HUMAN Isoform 4 of Low-density lipoprotein receptor-related protein 8 OS=Homo sapiens OX=9606 GN=LRP8;sp|Q14114|LRP8_HUMAN Low-density lipoprotein receptor-related protein 8 OS=Homo sapiens OX=9606 GN=LRP8 PE=1 SV=4			1	---	0.577826	-0.205176
6222		MESDC1	Mesoderm development candidate 1	MESDC1	sp|Q9H1K6|TLRN1_HUMAN Talin rod domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TLNRD1 PE=1 SV=1			1	---	-1.13432	-1.42702
3941		ULK3	Serine/threonine-protein kinase ULK3	ULK3	sp|Q6PHR2-3|ULK3_HUMAN Isoform 3 of Serine/threonine-protein kinase ULK3 OS=Homo sapiens OX=9606 GN=ULK3;sp|Q6PHR2|ULK3_HUMAN Serine/threonine-protein kinase ULK3 OS=Homo sapiens OX=9606 GN=ULK3 PE=1 SV=2;sp|Q6PHR2-4|ULK3_HUMAN Isoform 4 of Serine/threonin			1	---	1.6667	0.892467
2556		GSTO1	Glutathione S-transferase omega-1	GSTO1	sp|P78417|GSTO1_HUMAN Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2;sp|P78417-3|GSTO1_HUMAN Isoform 3 of Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1;sp|P78417-2|GSTO1_HUMAN Isoform 2 of Glutathione S-tr			3	---	-0.43439	-1.44328
1142		HMBS	Porphobilinogen deaminase	HMBS	sp|P08397|HEM3_HUMAN Porphobilinogen deaminase OS=Homo sapiens OX=9606 GN=HMBS PE=1 SV=2;sp|P08397-2|HEM3_HUMAN Isoform 2 of Porphobilinogen deaminase OS=Homo sapiens OX=9606 GN=HMBS;sp|P08397-3|HEM3_HUMAN Isoform 3 of Porphobilinogen deaminase OS=Homo sap			2	---	-0.839897	-1.7259
588		CUTA	Protein CutA	CUTA	sp|O60888-3|CUTA_HUMAN Isoform C of Protein CutA OS=Homo sapiens OX=9606 GN=CUTA;sp|O60888|CUTA_HUMAN Protein CutA OS=Homo sapiens OX=9606 GN=CUTA PE=1 SV=2;sp|O60888-2|CUTA_HUMAN Isoform A of Protein CutA OS=Homo sapiens OX=9606 GN=CUTA			1	---	-0.0507605	-0.465716
5727		TTC1	Tetratricopeptide repeat protein 1	TTC1	sp|Q99614|TTC1_HUMAN Tetratricopeptide repeat protein 1 OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1			5	---	-0.617575	-0.0166776
